7.009047000000000020e-03 1.102259899999999924e-02 2.891651799999999869e-02 5.008146200000000020e-02 3.178600899999999702e-02 5.364929300000000068e-02 1.149799189999999999e-01 1.538717880000000093e-01 1.184919920000000043e-01 4.339233290000000243e-01 1.201741337000000076e+00 6.933204337000000272e+00 8.411007107999999732e+00 5.107671995999999659e+00 1.333521432000000040e+01 1.490918830999999933e+01 4.703476732999999577e+00 2.498998525999999831e+00 3.101537238999999779e+00 1.694181753000000068e+00 8.425040550000000295e-01 1.187449092999999900e+00 1.018129449999999991e+00 5.294439619999999902e-01 6.435140010000000022e-01 8.967161670000000084e-01 1.592040091000000102e+00 6.618978949999999584e-01 1.219174863999999969e+00 9.450047689999999667e-01 2.446555093999999819e+00 2.019249573999999825e+00 1.868912633999999962e+00 8.713587569999999838e-01 6.989111999999999547e-01 1.170078501999999965e+00 1.519130209000000065e+00 2.854539125000000066e+00 3.755026446000000018e+00 1.006324393000000050e+01 1.288216923000000058e+01 1.262955359000000044e+01 8.269704669999999869e-01 1.859580570999999960e+00 4.629701597999999585e+00 2.130575850000000049e+00 6.013800270000000392e-01 2.216981150000000012e-01 6.830382109999999507e-01 2.847305059999999943e-01 3.145878899999999811e-01 3.439054040000000256e-01 3.448831689999999894e-01 4.113040629999999975e-01 3.066013060000000179e-01 4.064742140000000004e-01 3.414624880000000084e-01 2.195391610000000104e-01 2.280342069999999888e-01 9.591466199999999775e-02 3.770213980000000076e-01 2.340232469999999898e-01 8.170506880000000249e-01 6.383825389999999711e-01 3.159504659999999854e-01 6.557027420000000051e-01 9.066131210000000218e-01 1.453084934000000050e+00
1.147170599999999992e-02 9.555512999999999854e-03 2.855222799999999894e-02 4.944438699999999937e-02 7.964197100000000584e-02 9.751221000000000194e-02 1.525070779999999904e-01 1.254850530000000131e-01 1.370089700000000077e-01 9.854690739999999449e-01 9.941341670000000130e-01 5.353391438000000058e+00 6.126395076999999745e+00 4.478834347000000271e+00 4.576737457000000120e+00 2.639872791999999802e+00 2.327121185999999842e+00 2.674754951000000158e+00 3.023994521000000102e+00 1.968597820999999914e+00 1.889670138000000055e+00 9.817389010000000527e-01 1.426366071999999985e+00 3.615480300000000202e-01 7.223405569999999942e-01 4.618309139999999813e-01 2.055100192999999908e+00 1.871819641000000090e+00 1.313530011999999969e+00 7.997679570000000293e-01 1.290092943999999964e+00 2.238329404999999994e+00 8.599872250000000218e-01 5.326059330000000314e-01 4.111260540000000185e-01 8.421103399999999573e-01 1.956798019000000055e+00 1.603341375000000069e+00 3.516365416000000188e+00 6.455798996000000400e+00 1.013290568000000036e+01 5.175329435000000089e+00 1.501108209000000082e+00 1.125472790999999972e+00 8.230325280000000410e-01 1.152810703000000103e+00 2.850525959999999914e-01 2.129183050000000021e-01 2.642147140000000172e-01 3.381574809999999820e-01 3.542843760000000120e-01 7.417302650000000552e-01 5.799372440000000184e-01 4.009941160000000115e-01 3.362404820000000072e-01 2.732687690000000225e-01 1.413887970000000105e-01 8.835721100000000494e-02 1.510473119999999891e-01 3.129939910000000269e-01 4.812491769999999724e-01 2.730800669999999819e-01 4.252731849999999980e-01 2.858689589999999781e-01 4.431461700000000059e-01 2.047868190000000088e-01 2.154006450000000017e-01 1.311604809999999954e-01
1.944527100000000008e-02 1.635780400000000009e-02 1.353119000000000023e-02 7.958844099999999588e-02 9.195894899999999816e-02 1.332097459999999900e-01 1.734814329999999905e-01 5.032873329999999479e-01 8.545569290000000207e-01 2.267002504999999779e+00 2.854466824999999819e+00 5.483830213000000064e+00 1.098980534000000020e+01 4.713505302999999813e+00 4.379020718999999673e+00 3.700402792000000218e+00 7.906258322000000227e+00 7.143877519000000120e+00 6.759459963000000293e+00 3.180958476999999895e+00 1.685508706000000023e+00 1.406461991000000022e+00 1.359471163999999899e+00 5.589461900000000094e-01 5.438485809999999976e-01 6.329494110000000173e-01 1.338754674000000033e+00 1.112507635000000050e+00 7.014585290000000528e-01 9.943150200000000494e-01 2.565877981999999946e+00 1.717224198999999896e+00 6.021226990000000390e-01 8.985412099999999791e-01 5.613930089999999984e-01 1.037265659000000007e+00 3.383093494000000145e+00 2.410127398999999837e+00 3.491467468999999824e+00 2.587903036000000156e+00 3.981062538999999845e+00 2.523259981999999901e+00 2.228117039999999882e+00 6.715649169999999835e-01 3.935491689999999765e-01 4.372723330000000130e-01 1.942929310000000021e-01 2.261502119999999894e-01 4.752432970000000090e-01 4.279489839999999767e-01 5.048426059999999715e-01 2.725348220000000099e-01 3.425618539999999990e-01 4.492861180000000121e-01 1.852435090000000006e-01 2.755218210000000001e-01 1.678112220000000099e-01 8.750583200000000561e-02 1.791818430000000073e-01 2.738879969999999942e-01 1.809047619999999967e-01 2.816242190000000090e-01 4.150859179999999982e-01 8.213154639999999951e-01 6.826482799999999962e-01 2.920518759999999880e-01 7.643706499999999848e-02 6.918309699999999896e-02
1.295140799999999932e-02 2.195679799999999959e-02 7.819410300000000091e-02 7.132191599999999909e-02 6.912274899999999722e-02 2.145393700000000070e-01 2.520049089999999992e-01 4.754939550000000237e-01 1.184445275999999936e+00 4.437669964000000355e+00 5.783237128999999754e+00 6.270136564999999607e+00 1.176608550000000086e+01 8.003851088999999419e+00 8.042109831999999514e+00 8.696910485000000079e+00 5.727881176000000352e+00 3.223821593999999902e+00 2.581838068000000153e+00 1.574544720000000009e+00 3.149785649000000021e+00 2.046246737999999787e+00 3.053373978000000211e+00 1.063160909000000043e+00 5.438410679999999831e-01 7.071784209999999460e-01 1.537311939000000072e+00 6.474019450000000342e-01 3.479861830000000045e-01 5.804876709999999829e-01 7.210360850000000488e-01 4.119969490000000012e-01 2.690196480000000001e-01 2.858446049999999738e-01 6.221570119999999537e-01 1.149039609999999989e+00 1.248058665000000067e+00 3.111974286999999784e+00 1.277164975000000036e+00 2.069245408000000008e+00 3.462111097000000193e+00 2.312900765999999830e+00 1.442613527000000007e+00 1.388075216000000056e+00 8.073558570000000101e-01 3.556698079999999762e-01 6.418876209999999638e-01 1.452576449999999908e-01 2.837422450000000040e-01 3.768799210000000066e-01 2.584592030000000262e-01 5.804836610000000396e-01 2.565405370000000129e-01 1.910460220000000098e-01 2.206551150000000128e-01 2.613888149999999966e-01 1.342758779999999874e-01 1.223393019999999970e-01 1.904837799999999914e-01 1.922228450000000033e-01 2.143073169999999972e-01 3.974495410000000173e-01 6.016307149999999826e-01 4.422328500000000107e-01 1.869635729999999940e-01 6.956775699999999396e-02 4.583624199999999926e-02 4.539614799999999728e-02
1.788162600000000116e-02 4.336117099999999697e-02 3.811869300000000210e-02 3.744285900000000195e-02 8.388629200000000119e-02 1.410662109999999969e-01 2.494623450000000020e-01 2.340232469999999898e-01 1.270307902999999961e+00 1.429193393999999895e+00 2.785043609999999781e+00 1.637660975000000008e+01 2.381041692000000154e+01 1.151725545999999945e+01 1.173848367000000081e+01 4.361631795000000089e+00 3.437201557999999935e+00 2.578048004999999865e+00 3.079548158000000146e+00 3.686294259999999934e+00 3.025561602999999877e+00 2.704842613999999923e+00 9.099761290000000225e-01 5.403224340000000181e-01 5.733542019999999795e-01 7.113232430000000495e-01 1.746823395999999917e+00 1.410226917999999996e+00 8.149425609999999542e-01 7.394281839999999884e-01 6.664813480000000290e-01 4.685295640000000095e-01 5.891596559999999760e-01 1.201672161000000072e+00 8.172030900000000209e-01 1.009090226999999951e+00 1.251647396000000079e+00 2.388295167999999968e+00 1.069143500000000024e+00 8.476937869999999764e-01 1.758595671999999999e+00 1.209060408000000031e+00 7.109990170000000109e-01 9.984676540000000378e-01 6.701407080000000294e-01 1.288178362000000021e+00 4.664273409999999953e-01 1.939956539999999896e-01 1.385836510000000021e-01 6.810405950000000264e-01 9.574409529999999835e-01 7.510191309999999509e-01 4.854270800000000108e-01 1.134929799999999933e-01 2.072325640000000080e-01 1.315503480000000114e-01 2.781672500000000048e-02 4.281323100000000020e-02 9.593630799999999792e-02 9.211683299999999519e-02 5.597421400000000130e-02 2.134976010000000091e-01 1.689433100000000132e-01 8.576280999999999488e-02 9.775905599999999696e-02 4.056878500000000304e-02 4.407973800000000025e-02 1.446038980000000085e-01
2.264023899999999950e-02 3.087166100000000163e-02 3.733507300000000334e-02 4.533034200000000263e-02 7.402782700000000438e-02 1.255310030000000021e-01 2.596707309999999880e-01 5.448237110000000438e-01 2.769982340000000098e-01 1.059668440000000045e+00 2.689905357999999858e+00 1.577062845000000024e+01 2.496301283000000026e+01 2.521401459999999872e+01 1.173461917999999926e+01 2.306104588999999905e+01 6.615108928999999804e+00 7.684241404999999858e+00 1.061087015000000022e+01 7.890399634999999634e+00 3.447005687999999957e+00 4.663199546000000417e+00 1.915905128999999985e+00 7.725613900000000145e-01 1.221372114000000009e+00 1.427637674000000079e+00 1.534154153000000020e+00 1.038317085000000084e+00 5.879873730000000354e-01 5.241034279999999823e-01 6.924110660000000195e-01 7.175381560000000380e-01 7.128349750000000373e-01 6.602235330000000291e-01 8.471259780000000017e-01 1.170973320000000095e+00 1.188272372999999993e+00 2.259545026000000068e+00 9.669388279999999725e-01 1.122359534000000103e+00 3.079860174999999867e+00 1.311314912000000055e+00 9.935757880000000153e-01 8.375504959999999777e-01 9.336497820000000392e-01 2.631915853000000194e+00 4.552374690000000057e-01 5.109107019999999943e-01 5.197194859999999528e-01 4.757578909999999883e-01 4.241143820000000120e-01 9.962262939999999567e-01 6.332934550000000051e-01 1.750435049999999881e-01 1.525141010000000130e-01 9.677161700000000422e-02 5.585923699999999908e-02 5.487126800000000082e-02 5.772381199999999934e-02 7.966764899999999316e-02 1.216129989999999994e-01 1.669144750000000066e-01 1.522765399999999880e-01 9.723351800000000489e-02 4.059392099999999809e-02 3.388800499999999882e-02 4.042806899999999704e-02 4.622330599999999873e-02
3.685725599999999796e-02 2.028308499999999931e-02 9.694156000000000648e-03 4.294514000000000144e-03 1.466320800000000049e-02 8.788221599999999911e-02 1.830345180000000072e-01 3.593916639999999996e-01 8.454442989999999547e-01 7.637144359999999965e-01 1.559595595000000001e+00 1.379732835999999985e+01 1.529994959000000065e+01 1.059239091000000066e+01 2.524538510000000002e+01 2.507298263999999932e+01 2.503427393000000123e+01 1.504014418999999947e+01 9.874474667999999511e+00 2.649232046999999923e+00 2.861053639000000093e+00 2.410710170000000208e+00 2.461506573999999947e+00 1.423052753999999975e+00 1.191727607000000022e+00 1.032352466999999940e+00 1.957194560000000028e+00 8.367389769999999949e-01 2.018161890000000069e-01 4.612389769999999944e-01 4.000589589999999918e-01 1.016356339000000109e+00 9.312300890000000386e-01 1.867419975000000010e+00 8.100783030000000551e-01 9.197356060000000388e-01 1.568841251000000048e+00 1.807490403000000079e+00 4.924056190000000166e-01 9.862885700000000311e-01 1.437692476000000052e+00 2.032123041000000185e+00 2.396183096000000123e+00 3.287403400000000087e+00 2.240190752000000174e+00 4.653181576999999791e+00 4.888774439999999943e-01 2.279139980000000065e-01 3.867372459999999790e-01 6.358739009999999636e-01 7.342838900000000502e-01 2.933222449999999815e-01 4.896356150000000240e-01 6.412199100000000318e-02 7.902982100000000010e-02 9.732602799999999499e-02 1.563496809999999904e-01 6.639662400000000131e-02 6.077430500000000069e-02 5.387843800000000072e-02 1.121416650000000015e-01 1.323664740000000117e-01 1.636854209999999976e-01 1.573856020000000133e-01 1.981618280000000121e-01 5.960943400000000281e-02 8.351894499999999721e-02 8.482678400000000229e-02
6.143417100000000269e-02 2.370680400000000146e-02 8.142336000000000018e-03 1.211401200000000039e-02 6.775276099999999468e-02 1.028444830000000004e-01 1.348149329999999979e-01 2.677515540000000027e-01 2.797441410000000017e-01 2.879479560000000049e-01 1.107883259000000065e+00 2.537978857999999782e+00 9.963065832999999927e+00 8.322063015999999536e+00 7.706496757000000031e+00 6.847530888999999732e+00 7.773739800000000422e+00 1.536154862999999970e+01 7.240474027000000312e+00 7.667133053999999781e+00 2.985746967999999946e+00 2.407609231999999988e+00 1.693858000999999947e+00 3.614156880000000127e-01 9.893227589999999960e-01 6.339704269999999475e-01 1.537173893000000069e+00 1.039218812999999964e+00 6.861688519999999958e-01 4.408034650000000054e-01 1.398437302999999909e+00 1.369897268999999973e+00 1.185301952999999964e+00 1.081927102000000085e+00 1.345758092000000072e+00 1.196550409999999953e+00 1.779684425999999986e+00 1.211540676999999899e+00 5.257290799999999598e-01 9.724001119999999831e-01 1.219893732000000064e+00 1.762702417000000077e+00 1.834627926000000020e+00 5.290198889000000015e+00 2.913432765000000035e+00 3.765000168999999897e+00 8.939392369999999977e-01 2.329051010000000033e-01 1.342613470000000031e-01 2.114881309999999959e-01 2.128094939999999879e-01 5.403087499999999904e-02 8.958143200000000250e-02 5.396174699999999741e-02 1.406555909999999965e-01 1.011206840000000023e-01 1.439670150000000037e-01 4.954536100000000304e-02 2.608350799999999831e-02 5.781293299999999691e-02 8.586595399999999434e-02 1.449686179999999935e-01 5.109165799999999813e-02 9.545484999999999387e-02 1.417186480000000026e-01 9.259104799999999524e-02 1.031862900000000000e-01 9.286242100000000055e-02
1.284165500000000043e-02 2.259571000000000149e-02 9.523794000000000357e-03 2.655070099999999947e-02 3.367014599999999802e-02 5.008526800000000223e-02 6.476419899999999452e-02 1.689977799999999863e-01 4.173447940000000189e-01 4.150591570000000119e-01 1.236784404000000004e+00 2.370221863999999901e+00 5.367449907000000131e+00 6.839525924000000145e+00 2.181087053999999803e+00 2.890939479000000034e+00 5.951973652000000392e+00 8.919530605000000278e+00 3.156901271000000175e+00 3.377831645000000105e+00 3.320029938999999874e+00 1.147109826000000110e+00 3.035742980000000202e-01 3.916733299999999862e-01 2.871706159999999897e-01 3.084601040000000127e-01 8.620332149999999638e-01 1.279849785999999989e+00 5.999305809999999628e-01 7.923517110000000141e-01 6.214554490000000486e-01 9.138775319999999924e-01 4.687518556999999753e+00 1.196145470000000044e+00 1.465770578000000102e+00 2.214792275000000199e+00 2.553377341000000023e+00 1.882261677000000022e+00 8.801364350000000503e-01 2.872413770000000199e-01 3.600111899999999809e-01 5.840176870000000076e-01 1.265531618000000025e+00 1.334740996000000068e+00 1.063241697000000041e+00 9.742916940000000414e-01 2.653365019999999741e-01 4.299906379999999806e-01 6.022835499999999731e-02 8.325934699999999744e-02 5.518944199999999828e-02 6.853682799999999409e-02 1.120745489999999955e-01 7.223871299999999607e-02 8.031247299999999534e-02 6.108154300000000203e-02 1.277806230000000098e-01 4.323913499999999799e-02 2.991479299999999855e-02 1.335374299999999952e-02 3.138968799999999892e-02 8.621781300000000425e-02 9.382552399999999349e-02 6.123123199999999655e-02 1.274424170000000023e-01 8.705525699999999700e-02 1.880087229999999887e-01 9.761532400000000331e-02
1.470594700000000046e-02 1.675444300000000081e-02 1.597345999999999835e-02 2.824535300000000082e-02 2.883911999999999934e-02 8.111291299999999482e-02 1.211666220000000016e-01 2.125122650000000057e-01 3.283099159999999794e-01 5.623724020000000490e-01 8.959710969999999941e-01 5.732327570999999899e+00 1.125928986999999992e+00 1.998094387999999944e+00 2.852141054000000064e+00 2.885519410000000118e+00 1.493819071999999970e+01 2.679742103999999969e+01 3.778391887000000171e+00 1.041070163000000104e+00 1.274791033000000073e+00 1.245388929999999977e-01 9.870610200000000389e-02 2.528593399999999880e-01 4.111194280000000090e-01 4.811838030000000210e-01 3.262759029999999782e-01 7.495265129999999498e-01 6.171276430000000035e-01 4.400651729999999762e-01 1.064826865999999983e+00 1.315948823000000045e+00 1.410710829000000111e+00 1.187782711999999963e+00 1.399999884999999944e+00 1.160248458000000094e+00 4.612039310000000114e-01 1.112415418999999961e+00 6.957464519999999597e-01 1.539401840000000077e-01 3.229906869999999985e-01 5.402266439999999781e-01 2.441861344999999961e+00 4.526723839999999832e-01 2.063987201999999854e+00 6.523850500000000219e-01 3.597774999999999723e-01 1.593008160000000117e-01 8.761409900000000084e-02 3.829640399999999917e-02 7.870548500000000558e-02 4.435330600000000206e-02 1.289317859999999927e-01 1.607211380000000134e-01 4.202357500000000051e-02 9.597651999999999572e-02 2.465261539999999973e-01 4.898701800000000023e-02 2.592214899999999850e-02 4.426454500000000236e-02 2.831202899999999897e-02 7.652476399999999512e-02 1.437258879999999961e-01 1.264512130000000067e-01 1.720921260000000119e-01 1.782021749999999904e-01 2.865193779999999912e-01 1.720517129999999950e-01
